bloco;y;x;id;vulgar;cient;familia;nome;classif;c7;c10;c13;c16;coordx;coordy;fuste7;fuste10;fuste13;st7;st10;st13;fito7;fito10;fito13;copa7;copa10;copa13;obs
D3;25,6;35;D3/92B;Peloteiro;Aegiphila brachiata Vell.;Lamiaceae;Aegbra;P;68,49999999;68,49999999;69,60000001;70,59999999;676935;7184225,6;2;41;;2;2;2;3;5;3;2;3;3;
C7;1;37;C7/118A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;40,5;42;45,5;45,99999999;676887;7184401;2;1;;1;1;2;3;5;35;1;1;2;
D9;10,1;30,5;D9/123A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;33,50000001;33,60000001;33,89999999;33,89999999;676930,5;7184510,1;1;1;;1;1;2;3;3;25;1;2;2;
H8;37;3,5;H8/116A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;;;32,5;34,90000001;677103,5;7184487;;;1;;;2;;;3;;;3;
E8;6,6;49;E8/140A;Guamirim;Myrceugenia miersiana (Gardner) D.Legrand & Kausel;Myrtaceae;Myrmie;St;;32,80000001;36,1;41,60000001;676999;7184456,6;;2;;;2;2;;3;3;;2;2;
D4;28,8;7;D4/32A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;36,40000001;37,20000001;39,49999999;40,00000001;676907;7184278,8;1;41;;1;1;1;3;3;2;1;2;2;
D8;33,7;45,5;D8/134A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;92,49999999;99,8;106;115;676945,5;7184483,7;3;3;;3;2;3;2;5;3;3;3;3;
I4;27,7;14,5;I4/233A;Pessegueiro-bravo;Prunus brasiliensis (Cham. & Schltdl.) D.Dietr.;Rosaceae;Prubra;Si;;;32,00000001;35,89999999;677164,5;7184277,7;;;42;;;2;;;3;;;3;
F7;4,5;48;F7/217A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;72,70000001;77,19999999;82,99999999;86,69999999;677048;7184404,5;41;41;42;2;2;3;1;;5;3;3;3;
H6;13,5;16;H6/73B;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;73,30000001;79,99999999;85,99999999;98,99999999;677116;7184363,5;2;2;2;3;3;3;3;3;3;3;3;3;
D6;21;2;D6/18A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;62,09999999;65,8;65,8;66,10000001;676902;7184371;2;4;;3;2;1;2;5;25;3;2;2;
G1;43,6;2;G1/4A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;71,20000001;72,19999999;72,00000001;72,79999999;677052;7184143,6;41;41;43;2;2;2;3;3;3;2;2;24;
D3;14,6;43,5;D3/101A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;39,40000001;39,8;39,8;39,9;676943,5;7184214,6;2;41;;1;1;1;2;5;25;1;2;1;
H4;6;26,5;H4/80B;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;42;45,99999999;47;47,8;677126,5;7184256;2;2;2;3;3;1;2;5;3;3;3;3;
B6;47,3;38;B6/193A;Erva mate;Ilex paraguariensis A.St.-Hil.;Aquifoliaceae;Ilepar;St;;36,9;43,09999999;49,59999999;676838;7184397,3;;1;;;1;2;;;3;;2;3;
I1;44;6;I1/4A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;36,40000001;47,40000002;46,4;46,79999999;677156;7184144;2;2;2;3;3;3;2;2;15;3;3;2;
G6;8,7;32;G6/149A;Coutarea hexandra;Coutarea hexandra (Jacq.) K.Schum.;Rubiaceae;Couhex;Si;53,80000001;59,60000001;65,8;70,59999999;677082;7184358,7;3;3;3;3;3;2;3;3;3;3;3;3;
D6;7,2;25;D6/74A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;34,39999999;37,90000001;42,10000001;47,8;676925;7184357,2;2;4;;2;2;2;1;2;3;2;2;3;
G2;37,8;49,5;G2/152A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;40,19999999;40,19999999;;;677099,5;7184187,8;42;;;3;;;2;4;4;1;;;
C6;37,6;42;C6/88A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,99999998;40,5;42,90000001;47,1;676892;7184387,6;1;3;;2;2;2;2;5;3;2;2;2;
F7;13,4;45;F7/231A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;60,9;64,00000001;65,50000002;66,6;677045;7184413,4;2;2;3;3;3;2;3;;35;2;2;3;
F9;35,4;44,5;F9/175A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;57,30000001;64,00000001;71;76,39999999;677044,5;7184535,4;3;3;43;3;3;3;3;3;3;3;3;3;
E9;13,6;21,5;E9/89A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;39;44,50000002;44,9;48,10000001;676971,5;7184513,6;2;2;;2;2;2;3;3;35;3;3;3;
F2;29,7;36,5;F2/118A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;74,10000001;74,10000001;74,6;74,6;677036,5;7184179,7;43;43;4;2;2;2;3;3;3;2;3;3;
B6;32,3;39,5;B6/120A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;37,6;37,6;39,49999999;40,70000001;676839,5;7184382,3;1;1;;1;1;1;;;3;2;2;2;
D8;49,7;16;D8/29A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;50,20000001;50,20000001;;;676916;7184499,7;42;;;1;;;1;4;4;2;;;
G6;1,7;36;G6/158A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;34;34;34;34;677086;7184351,7;43;43;42;2;2;1;3;3;35;4;2;2;
G5;19,7;42,5;G5/149A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;44,50000002;44,50000002;;;677092,5;7184319,7;3;3;;1;1;;3;4;4;1;1;;
I3;9,1;43;I3/71A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;32,10000001;32,99999999;34,59999999;35,4;677193;7184209,1;3;3;2;3;3;2;3;3;3;3;3;3;
H2;20,4;0,8;H2/18A;Casearia decandra;Casearia decandra Jacq.;Salicaceae;Casdec;St;34,90000001;35,70000001;36,40000001;37,39999999;677100,8;7184170,4;3;3;2;2;2;1;3;3;3;2;2;3;
F8;16,4;22,5;F8/101A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;61,00000001;61,99999999;62,3;62,79999999;677022,5;7184466,4;1;1;42;3;3;2;2;25;3;3;3;3;
A7;28;46;A7/15A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;43,79999998;45,20000001;45,20000001;45,20000001;676796;7184428;2;2;;3;2;2;1;1;3;2;2;3;
F7;22,8;50;F7/238A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;33,4;33,4;34;34;677050;7184422,8;41;41;42;1;1;2;3;;3;2;2;2;
D8;47,1;25,5;D8/88A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;38,89999999;39,59999999;40,19999999;40,5;676925,5;7184497,1;2;2;;2;2;2;3;3;35;3;3;3;
G2;15,6;2;G2/11A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;33,09999999;33,3;33,4;34,20000001;677052;7184165,6;2;2;42;1;1;2;3;3;3;1;1;2;
A6;16,3;17;A6/139B;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;;;;34,7;676767;7184366,3;;;;;;;;;;;;;
B5;35,9;41;B5/124A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;43,5;44,69999999;;;676841;7184335,9;1;;;1;;;2;4;4;1;;;
F4;40,5;10,3;F4/41A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;35,29999999;43,70000001;48,00000001;50,7;677010,3;7184290,5;3;3;2;3;3;2;3;3;35;2;3;3;
G5;5;16;G5/59A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;48,89999999;49,40000001;49,9;49,9;677066;7184305;2;2;2;2;2;2;3;3;35;3;3;3;
B5;14;18,5;B5/148A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;;;;32,80000001;676818,5;7184314;;;;;;;;;;;;;
F8;41,5;3,7;F8/37A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,29999999;39,8;41,69999999;43,5;677003,7;7184491,5;1;2;42;1;1;1;3;35;3;2;2;3;
F9;19,1;2,5;F9/23A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;85,70000001;90,99999999;95,19999999;100,9;677002,5;7184519,1;2;2;3;3;3;3;3;3;3;3;3;3;
G8;29,9;45;G8/189B;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;71,6;73,69999999;76;77,19999999;677095;7184479,9;1;1;1;3;3;2;3;3;35;3;3;3;
B6;42,8;44;B6/179A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;53,00000001;53,00000001;;;676844;7184392,8;1;;;2;;;3;4;;2;;;
G8;28,5;36;G8/147A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;34;34;34,20000001;34,20000001;677086;7184478,5;3;3;2;2;2;3;3;3;3;3;3;3;
D4;38,6;23,5;D4/115A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;69,80000001;73,8;77,4;80,89999999;676923,5;7184288,6;3;3;;3;2;2;3;3;3;2;3;3;
D6;2,1;25,5;D6/69A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42;44,59999999;47,40000002;51,00000001;676925,5;7184352,1;3;1;;2;2;1;3;3;35;3;3;3;
B7;2,4;21,5;B7/32A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;56,70000001;56,99999999;57,8;58,90000001;676821,5;7184402,4;1;1;;2;1;2;2;5;25;2;2;3;
D4;49,1;11,2;D4/50A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;39,49999999;40,5;40,99999999;41,50000001;676911,2;7184299,1;2;2;;3;2;1;3;3;3;3;2;3;
E5;42,7;4,5;E5/17A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;53,00000001;53,10000001;54,9;57,50000001;676954,5;7184342,7;1;1;;2;2;2;3;5;35;3;3;3;
I5;17,3;15;I5/171A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;;;32,5;677165;7184317,3;;;;;;;;;;;;;
C3;44,7;47,4;C3/88A;Ni;Ni;Ni;Ni;Ni;;;;36,1;676897,4;7184244,7;;;;;;;;;;;;;
I5;27,9;37;I5/94A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;44,2;48,89999999;52,30000001;53,5;677187;7184327,9;1;1;42;3;3;2;3;3;3;3;3;3;
G4;25,6;31,5;G4/127A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;90,99999999;104,3;113,9;125,6;677081,5;7184275,6;3;3;42;3;3;3;2;2;35;3;3;3;
E5;39,4;49,5;E5/170A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42,30000001;44,40000001;45,6;48,19999999;676999,5;7184339,4;1;2;;2;2;2;3;5;35;2;3;2;
B5;30,7;17,5;B5/38A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;44,1;44,30000001;45,5;45,5;676817,5;7184330,7;3;3;;1;1;2;1;5;3;1;1;3;
H5;46,5;8;H5/34A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;45,5;48,70000001;50,30000002;51,79999999;677108;7184346,5;2;2;2;3;3;2;3;3;35;3;3;3;
D8;49,6;40;D8/94A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;42,6;46,3;48,70000001;53,99999999;676940;7184499,6;2;3;;3;2;2;3;3;3;3;3;3;
G6;35,8;2;G6/28A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;73;73,59999999;74,80000001;74,80000001;677052;7184385,8;2;2;2;3;3;2;2;2;35;3;3;3;
D7;1,6;45;D7/125A;Guavirova-de-porco;Campomanesia guaviroba (DC.) Kiaersk.;Myrtaceae;Camgua;St;44,50000002;46,69999998;49,09999999;50,49999999;676945;7184401,6;2;1;;3;2;2;2;3;3;3;3;3;
E5;14;34,5;E5/139A;Ariticum;Annona rugulosa (Schltdl.) H.Rainer;Annonaceae;Annrug;P;39,9;40,5;41,40000001;41,40000001;676984,5;7184314;2;1;;1;1;1;1;5;2;1;1;2;
H3;13;49;H3/140A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;41,40000001;45,80000001;49,9;54,9;677149;7184213;2;2;42;2;2;2;3;3;3;2;2;3;
C7;44,5;28,5;C7/176A;Sapopema;Sloanea lasiocoma K.Schum.;Elaeocarpaceae;Slolas;C;247,8;251;259;271,5;676878,5;7184444,5;2;1;;3;3;3;1;1;35;3;3;3;
H5;13,3;41;H5/162A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,30000001;34,30000001;34,90000001;;677141;7184313,3;2;2;2;2;2;1;3;3;3;3;3;3;
F2;12,5;37,5;F2/125B;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;46,3;46,3;46,3;;677037,5;7184162,5;2;;;2;;;2;4;4;3;;;
C7;17,5;12,5;C7/44A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;62,09999999;62,40000001;62,60000002;62,60000002;676862,5;7184417,5;2;3;;3;2;1;3;3;3;3;2;3;
G2;19,5;27;G2/77A;Ni;Ni;Ni;Ni;Ni;60,30000001;60,30000001;;;677077;7184169,5;1;;;3;;;3;4;4;3;;;
F9;36,9;46;F9/202A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;;48,00000001;65,9;79;677046;7184536,9;;42;41;;3;2;;3;3;;2;2;
G7;40,3;30;G7/136A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;44,69999999;44,69999999;44,69999999;44,69999999;677080;7184440,3;1;1;1;2;2;1;3;3;3;2;2;3;
H2;5,4;4;H2/3B;Guaraperê;Lamanonia ternata Vell.;Cunoniaceae;Lamter;P;44,9;52,2;58,99999998;71,39999999;677104;7184155,4;2;2;1;3;3;3;3;3;3;3;3;3;
B7;3;40;B7/62A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;;;;39;676840;7184403;;;;;;;;;;;;;
D10;9,3;41,2;D10/60A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;32,90000001;676941,2;7184559,3;;;;;;;;;;;;;
C4;47,3;47;C4/26A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;113,4;116,4;118;119,6;676897;7184297,3;2;4;;2;;2;1;;25;3;;2;
B7;28,4;7,5;B7/14A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;65,30000001;65,30000001;65,30000001;;676807,5;7184428,4;1;41;;1;2;1;1;1;3;1;3;2;
B5;39,9;7,5;B5/4A;Cerejeira-do-mato;Eugenia involucrata DC.;Myrtaceae;Euginv;C;32,99999999;34,1;35,19999999;37,29999999;676807,5;7184339,9;2;3;;2;2;2;3;3;3;3;3;3;
F8;21,7;7,5;F8/23A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;38,89999999;44,8;48,5;52,59999999;677007,5;7184471,7;2;2;4;3;3;2;3;3;3;3;3;3;
D5;11,4;13,5;D5/75A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;106,2;108;108,5;111,4;676913,5;7184311,4;2;41;;3;2;2;3;3;35;3;3;2;
E3;27,2;47;E3/154A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;74,5;74,5;74,80000001;;676997;7184227,2;2;1;;3;2;2;3;3;2;3;3;2;
I5;17;44;I5/134A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;31,9;32,80000001;34,8;37,7;677194;7184317;2;2;2;2;2;2;1;1;3;2;2;2;
C6;24,1;12;C6/38A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;40,6;40,6;40,99999999;;676862;7184374,1;2;3;;2;2;2;2;3;35;2;2;3;
D3;21,5;30,1;D3/97A;Peloteiro;Aegiphila brachiata Vell.;Lamiaceae;Aegbra;P;60,8;;;;676930,1;7184221,5;42;;;1;;;2;;4;1;;;
H7;15,9;2,5;H7/12A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;36,69999999;37,6;37,99999998;39;677102,5;7184415,9;1;1;2;2;2;2;3;3;3;3;3;3;
I4;41;26;I4/125A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;55,39999999;55,8;55,39999999;;677176;7184291;2;2;42;3;3;;3;3;4;2;2;;
A6;29,7;38;A6/59A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;58,99999998;63,39999999;66,80000001;70,40000001;676788;7184379,7;2;2;;3;2;2;3;3;3;3;3;3;
C3;48,7;31,5;C3/35A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;55,8;58,49999999;61,89999998;68,7;676881,5;7184248,7;1;3;;2;2;3;3;3;3;3;2;3;
J4;6;25;J4/117A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;;;;34,20000001;677225;7184256;;;;;;;;;;;;;
E4;31;12,5;E4/54A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;75,69999999;77,4;78,40000001;79,39999999;676962,5;7184281;3;2;;2;2;2;3;3;3;3;3;2;
E3;47,7;40,3;E3/138A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;105,2;110,4;113,9;117,3;676990,3;7184247,7;3;3;;3;2;2;3;3;2;3;3;3;
E4;32,7;11,5;E4/53A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;108,4;112,4;119;122,8;676961,5;7184282,7;2;2;;3;2;2;3;3;3;3;3;3;
E9;24,9;7,5;E9/13A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;41,9;44,40000001;47,1;50;676957,5;7184524,9;1;2;;2;2;2;3;3;3;3;3;3;
D9;45;26,8;D9/182A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;31,49999998;32,39999999;33,3;33,3;676926,8;7184545;2;4;;2;2;2;2;3;3;3;2;3;
G9;5,1;30,2;G9/65A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;42,30000001;42,30000001;41,79999999;42,10000001;677080,2;7184505,1;4;4;2;3;3;1;3;3;15;2;2;2;
E3;44;19,5;E3/27A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;34,8;34,8;35,5;35,80000001;676969,5;7184244;1;1;;2;1;1;3;5;3;3;3;2;
F8;23,7;11,5;F8/68A;Dasyphyllum brasiliense;Dasyphyllum brasiliense (Spreng.) Cabrera;Asteraceae;Dasbra;P;43,5;43,5;;;677011,5;7184473,7;4;4;;1;1;;3;35;4;1;1;;
E5;23;37;E5/131A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;32,99999999;32,99999999;;;676987;7184323;1;;;1;;;2;4;4;2;;;
I4;0,6;27;I4/80A;Carvalho-brasileiro;Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards;Proteaceae;Roumon;St;42,6;45,99999999;50,7;55,49999999;677177;7184250,6;2;2;2;3;3;2;3;3;3;3;3;3;
F6;39,5;26,5;F6/126A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;32,39999999;34,39999999;37,10000001;40,70000001;677026,5;7184389,5;2;2;1;3;2;1;3;3;1;2;2;4;
H2;30,1;17;H2/55B;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;31,49999998;32,70000001;33,2;677117;7184180,1;;3;2;;3;2;;3;3;;2;2;
B4;26;6,5;B4/119A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;;;34,90000001;38,79999999;676806,5;7184276;;;42;;;2;;;3;;;3;
J4;0,6;0,3;J4/1C;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;54,09999999;54,3;55,39999999;55,7;677200,3;7184250,6;3;3;2;3;3;2;3;3;3;3;3;3;
F3;27,4;11,8;F3/151A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;39,8;45,90000001;52,49999999;66,39999999;677011,8;7184227,4;3;3;2;1;3;2;3;3;3;3;3;3;
G5;10;23,5;G5/74B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,5;33,2;34,30000001;35,80000001;677073,5;7184310;2;2;2;2;2;2;3;3;3;3;3;3;
G2;36,3;24,5;G2/88A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;121,6;122,4;124;125,7;677074,5;7184186,3;3;3;42;3;3;3;3;3;3;3;3;3;
E4;39,3;38,5;E4/107A;Embauvarana;Oreopanax fulvus Marchal;Araliaceae;Oreful;C;49,50000001;52,30000001;57,1;61,39999999;676988,5;7184289,3;2;4;;2;2;2;3;3;3;3;3;3;
I4;9,6;40,9;I4/237A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;33,50000001;35,5;677190,9;7184259,6;;;3;;;1;;;35;;;3;
F2;21,3;17;F2/61A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;42,49999999;44,50000002;47;49,09999999;677017;7184171,3;4;4;4;2;2;2;2;3;3;2;2;2;
H8;35,1;1;H8/129B;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;79,29999999;82,6;93,00000002;85,99999999;677101;7184485,1;1;1;1;3;3;2;2;5;1;2;2;2;
A5;34,3;19,5;A5/162A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;106,5;117,5;125,9;133,1;676769,5;7184334,3;3;3;;3;2;2;3;3;35;3;3;3;
G3;20;13,5;G3/169A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;42,39999999;53,5;61,89999998;69,60000001;677063,5;7184220;2;2;2;3;3;3;3;3;3;3;3;3;
G7;15;38;G7/151A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;32,90000001;32,90000001;34;35,19999999;677088;7184415;2;2;1;1;1;2;3;3;3;3;3;3;
I3;20;8,7;I3/10A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;38,4;43,5;47;49,50000001;677158,7;7184220;2;2;42;2;2;2;3;3;3;3;3;3;
B6;38;45;B6/233A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;;40,6;50,80000001;59,50000001;676845;7184388;;2;;;2;2;;3;3;;3;3;
E6;50;8;E6/39A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;45,29999999;45,29999999;;;676958;7184400;1;41;;3;2;;3;3;4;2;3;;
H2;16,5;24,5;H2/88A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;35,89999999;37,49999999;39;40,5;677124,5;7184166,5;42;42;1;2;2;1;2;2;3;3;3;3;
F8;38,5;10,2;F8/56A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;32,80000001;34,49999999;35,29999999;35,99999999;677010,2;7184488,5;1;1;3;1;1;1;3;3;3;3;3;3;
F6;7,5;18,5;F6/233A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;180,5;194;200,7;217;677018,5;7184357,5;3;3;3;3;3;3;3;35;3;3;3;3;
D4;0,8;8;D4/3A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;39,7;42,6;46,19999999;50,30000002;676908;7184250,8;3;4;;2;2;1;3;5;3;1;2;2;
A3;48,6;26,7;A3/141A;Alfeneiro;Ligustrum lucidum W.T.Aiton;Oleaceae;Ligluc;Exótica;;;;32,29999999;676776,7;7184248,6;;;;;;;;;;;;;
D4;39,4;6;D4/213A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;56,60000001;61,29999999;66,39999999;72,50000001;676906;7184289,4;2;2;;3;2;2;3;3;3;3;3;3;
G2;7,5;49,5;G2/129B;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;45,20000001;52;57,69999999;63,30000001;677099,5;7184157,5;2;3;3;3;3;3;3;3;3;3;3;3;
F6;36;9;F6/230A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;32,00000001;35,80000001;41,50000001;677009;7184386;;3;2;;2;1;;3;3;;2;1;
I4;22,4;29;I4/99A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;61,19999999;61,5;61,80000001;;677179;7184272,4;43;43;;3;3;;2;2;4;3;3;;
D3;27;43;D3/115A;Embira-de-sapo;Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo;Fabaceae;Dahflo;Si;52,2;56,99999999;62,60000002;67,69999999;676943;7184227;2;2;;3;2;2;3;3;3;3;3;3;
A5;10;39,5;A5/47A;Bugreiro;Lithraea brasiliensis Marchand;Anacardiaceae;Litbra;P;90,5;93,19999999;96,3;98,4;676789,5;7184310;2;2;;3;2;2;3;3;35;3;3;3;
D7;5,6;0;D7/164A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;39,49999999;40,89999998;42,49999999;43,99999999;676900;7184405,6;1;41;;1;1;1;3;3;3;3;3;3;
E7;2,3;37;E7/169A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;38,70000001;39;39;39,49999999;676987;7184402,3;1;4;;3;2;1;3;3;2;3;3;1;
I6;26,1;42,5;I6/151A;Capororoca;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;Primulaceae;Myrcor;P;34,7;41,50000001;49,69999999;56,00000001;677192,5;7184376,1;3;3;3;3;3;2;3;3;3;3;3;3;
G8;26,7;35;G8/148A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;83,09999999;86,49999998;94,30000001;100;677085;7184476,7;3;3;43;3;3;3;3;3;3;3;3;3;
H4;44,2;25;H4/105A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;37,99999998;41,40000001;44,50000002;50;677125;7184294,2;2;2;1;3;3;2;2;35;3;3;3;3;
H1;46,8;0,7;H1/3A;Escallonia bifida;Escallonia bifida Link & Otto;Escalloniaceae;Escbif;P;31,8;31,8;31,8;;677100,7;7184146,8;42;42;1;2;2;1;3;3;3;1;1;2;
